owner_age,claimed_revenue_decile,business_credit_score,name_email_similarity,business_address_tenure_months,shared_device_registration_count,onboarding_doc_velocity_6h,onboarding_doc_velocity_24h,onboarding_doc_velocity_4w,cross_border_registration,requested_processing_limit,onboarding_duration_days,uses_free_email_domain,txn_count_90d,avg_txn_amount,unique_cardholder_count,repeat_customer_ratio,mcc_amount_zscore,txn_volume_trend_slope,large_txn_spike_ratio,refund_ratio,chargeback_velocity_trend,blue_team_fraud_probability,blue_team_decision,evaded
60,0.9017795063838256,49,0.7956101029374054,54.74602334624384,1.0,2012.7415484591222,5797.956028690354,4318.350209675717,1,201.63615306922676,0.006444019882101432,0,613113.0,73.37558969958543,2441.0,0.12183165518381084,-0.6290850701815952,-0.20964022649464426,0.05779570540199404,0.028938227745462564,0.04467244682965211,1.0,DETECTED,0
40,0.5130596135361486,158,0.8181571901641512,33.81034531031425,2.0,3625.186328644579,4569.717819609056,4978.274629024404,0,203.58797554355675,0.004275714414330628,1,1234.0,130.2975272351934,3385.0,0.5117751090354352,0.051524136036483356,-0.1544531226258578,0.05742931209731201,0.13362263837340563,-0.0032053512351428552,1.0,DETECTED,0
30,0.7916621131955845,117,0.9219337983387047,22.013783015028004,2.0,2406.9384132954056,2701.176211018688,5962.273126116684,1,1013.3666908793057,0.002450400347602438,0,5450.0,236.30607527427588,1621.0,0.16102212746440175,-0.05116168463802895,0.1315673334080527,0.04984924044884697,0.06396471775602097,-0.024542040936926583,0.9937329,DETECTED,0
20,0.8965046637066224,116,0.7951470802238281,15.036554332176987,1.0,2779.693472228458,3904.3779397720746,4283.565477706656,0,201.29791605856826,0.008796567317871725,0,1626.0,280.00054099997,488.0,0.27437324745541974,0.16697705882578662,0.11712123550247736,0.04951826085535908,0.06613548820408015,-0.031105192971700082,0.9999996,DETECTED,0
40,0.6922528929395919,83,0.5439183907484605,33.96990907994249,2.0,2559.2497753329676,2674.2350453874187,4272.316730586371,0,206.454698379521,0.009661415402157657,1,2319.0,78.69236233372021,1804.0,0.030202930901816707,-0.1211101892075964,-0.29130446132367266,0.04971175101540852,0.028766289347937016,-0.011537421198210772,0.99690413,DETECTED,0
40,0.7050675812109025,107,0.4891525762069887,13.211110242398954,2.0,895.4896065576985,4788.144208654981,4351.53768679385,0,205.52989135815014,0.008834382342391289,0,4640.0,111.35222381884005,2166.0,0.3191802394359663,-0.15277996132624663,-0.1635757769945759,0.05755805588616441,0.03860725938201259,0.04863545501857673,0.9999903,DETECTED,0
40,0.40514447216379473,211,0.9404428139622453,34.10918480577181,1.0,4874.897343754144,5043.755926022068,3363.9206250390926,0,198.6443040937966,0.023843984275107685,1,718.0,50.75157042770561,1539.0,0.9490733423992027,-0.12494350128704418,-0.12778848589108566,0.04972615046881478,0.041598270618099405,0.0016694058763467162,1.0,DETECTED,0
30,0.69348448006347,180,0.4596483504151222,24.061609425678448,1.0,7004.813938737495,6009.051103020784,5388.307323533147,1,198.45938956185478,0.005630712497042433,1,1961.0,104.86948709299419,1894.0,0.5776612143520948,0.05636275681611792,0.2502417471196492,0.056881782792097005,0.10152334578974068,0.009929933103586948,0.99999994,DETECTED,0
20,0.4058426988302579,130,0.9433956790103291,33.3623453553214,1.0,3331.9302706502876,4859.130378860055,3276.4988202024406,1,203.28279184048267,0.004998555840861672,0,5560.0,12.132464745561805,761.0,0.4175614705223294,0.0013292323207358576,-0.15813986642761635,0.057420919907515765,0.08697388817741986,0.04850989142069977,1.0,DETECTED,0
40,0.8916348785441089,225,0.8530981416818124,9.909760595876365,2.0,4662.84456557446,4079.20925245704,6519.534826011239,1,196.58453486933448,0.0028302731829470767,0,1531.0,334.9931909779037,780.0,0.01423656387389702,-0.006132020929196902,-0.08269343983927427,0.04890708503428371,0.09851088109623342,0.000617731469868878,1.0,DETECTED,0
64,0.9038498681283452,71,0.9039342260307351,33.55951277565783,2.0,3455.562349515739,2706.525606048391,3974.5271767185127,0,2074.3952502281536,0.0005729960686191933,1,5698.0,85.36409883544289,1472.0,0.03862292233843735,-1.235137260439777,-0.2722352966310148,0.05833914527089224,0.04263824210294004,0.049477853085437486,1.0,DETECTED,0
20,0.5999712574526874,106,0.7119702546269888,33.23919145014068,1.0,4419.997320546596,6485.560807986205,5422.880641091549,0,200.27339790911654,0.01346978328061353,1,17388.0,59.43858310941354,11389.0,0.3097563739880398,-0.2709982999715712,0.17608375117499525,0.056389028430558874,0.1025641036211441,-0.02628215769691549,1.0,DETECTED,0
40,0.8949111083925861,17,0.8467548230523307,34.18955952893415,1.0,2635.6629977448456,7016.066934158182,5426.799566317943,1,200.69733126384958,0.0003257782521212532,1,4804.0,128.3611869475081,331.0,0.02691790215789642,0.13195966833781975,0.05633821583310311,0.05855556739076769,0.09552201918253077,-0.019697951982788585,1.0,DETECTED,0
19,0.6990343819814704,76,0.8899798797484965,34.488604973485096,1.0,2557.561235926328,4336.631528121299,5586.636587199324,0,1507.8421010255659,0.002572677711688777,0,0.0,116.31368360372556,527.0,0.019865165572373115,-0.04397103327146834,-0.27910642356100973,0.05662114609723111,0.09422450986173037,0.027721132901637788,0.99993277,DETECTED,0
40,0.5992180918891418,179,0.8117711486732985,22.874303607753298,1.0,3051.944315825308,7869.746099870457,5403.891729729399,0,197.09023904645028,0.0001581615544503645,0,4187.0,93.06392929616653,8306.0,0.1442634857459204,-0.0541824495823055,-0.2775123240518709,0.058589286266978825,0.08949299577902894,0.01887944379750292,1.0,DETECTED,0
30,0.4198282415756134,133,0.8714891042226985,11.94903778514116,2.0,4535.372816446497,6942.133632007687,4486.156783489691,0,206.81170073278287,0.015777438010259957,1,25.0,95.95191676395959,11011.0,0.6200129636748086,0.029562841239703746,0.09258219237097423,0.05075935182414225,0.11179626058710353,0.01858444816465663,0.9900831,DETECTED,0
20,0.9077028133377517,194,0.6888252265977048,12.83436971186861,1.0,2056.669306187027,3425.754390196669,6182.214773009993,1,195.87033700600617,0.005646195153791511,0,0.0,118.86636163613821,6463.0,0.2877227973749633,-0.3733363688456538,-0.14592132967317298,0.05827289412441555,0.10678089402794994,0.044476344691609285,1.0,DETECTED,0
30,0.6922812921092404,215,1.0,33.978260127947195,2.0,4266.580150829022,3823.1710861415986,3128.1779020435197,1,514.9115968020438,0.004185857504069603,0,2152.0,302.18379712408534,2042.0,0.22639768581992242,-0.47249835162263804,-0.2686041414641339,0.058449037547991835,0.12325872113801528,-0.023001001809528257,1.0,DETECTED,0
40,0.09999491983184472,45,0.8876014236070351,14.668628426952386,2.0,4506.222756083296,3440.4117502308886,5090.2265295934285,1,209.96323963858387,0.005769075706180156,0,17565.0,56.8421761740767,1562.0,1.0,-0.03738656894530469,-0.19213025129906292,0.058748776554797884,0.11446478352294132,-0.0027328589953887917,1.0,DETECTED,0
40,0.697227807869035,193,0.8139869243629854,23.759677260631463,1.0,5305.178603263168,4375.2502687931055,5529.822009205512,1,192.69294111250892,0.013079078856615581,0,2469.0,109.48040648922478,1999.0,0.23869718465552833,-0.1627142285241831,-0.19758469246250054,0.05143459380735894,0.044015454114291225,-0.03081101868192136,0.32832402,EVADED,1
30,0.7034734549277836,119,0.8244930364905699,33.747425994234085,1.0,3822.5028412437505,4702.343638424517,5186.359894903061,0,201.01023386560695,0.0018726615604403825,0,17281.0,31.506258815460313,9236.0,0.42806988496096615,-0.06328464586717109,-0.1612237865002677,0.05779129824469501,0.11869778838526614,0.047839483613556735,1.0,DETECTED,0
20,0.6993628122649652,200,0.43210083893884477,64.16735057508404,1.0,1137.727256980068,4991.89369138194,4243.954518742301,0,206.9206816525432,0.0014299283751158859,0,2771.0,127.56066347143403,933.0,0.027048924617996895,0.214806516645866,-0.06421300527031763,0.05779429704440671,0.09404122292036117,0.04692473709081659,1.0,DETECTED,0
40,0.6896345920020035,119,0.7869358457440984,34.096602720680295,1.0,2572.948983338143,7732.8077694044405,6314.037136184506,1,207.32720096712364,0.004771934267593336,1,697.0,124.33285789413324,6380.0,0.034070019709618454,-0.30607938392735634,-0.16787157587401355,0.05115047020680983,0.08483165556978205,-0.013014406503116296,1.0,DETECTED,0
20,0.6884541559622828,157,0.8126775106970092,33.35875736333765,1.0,3349.115292155529,4353.613816812409,4115.781029219167,1,202.29982539199332,0.0,1,554.0,116.99533325287611,226.0,0.0413755244557316,-0.13705766570213035,0.06531184489752681,0.05811829729589725,0.023208475575004262,0.04724687314651839,1.0,DETECTED,0
40,0.7038511448135967,96,0.7909059260606457,34.34173860050862,1.0,2538.3713761153335,5267.686548515255,4892.698580266387,1,198.08804864115552,0.007465749611324029,1,12455.0,109.47743919380537,6644.0,0.04045582227978291,0.009842978521482772,-0.12726780462101575,0.05809815906260208,0.05566192177432085,-0.030742003482408985,1.0,DETECTED,0
40,0.8912119836124249,154,0.8983864207845162,18.132067838743215,2.0,7177.45665863189,5570.397790513308,3164.715234034539,0,203.41700025338295,0.001606293394021747,1,5139.0,87.25516936464223,1140.0,0.12961978386841358,0.5875845889836858,-0.14505429004640125,0.05859829328854701,0.0885988578165304,-0.016857895186752028,1.0,DETECTED,0
30,0.7938904545327468,117,0.866695962247254,34.036056357192585,2.0,2051.5331911102667,4925.276757615101,4263.624325333794,0,206.206621427896,0.01887848753838435,1,6225.0,65.99804882888253,1535.0,0.0989856292883109,0.005391752286749192,-0.022411594743352668,0.0564886313112275,0.05714092062133562,0.0468364518269701,0.9999956,DETECTED,0
40,0.8078916968458846,93,0.733225864780418,18.780112772362525,1.0,8778.768758341655,5299.231938492004,4739.168009717864,1,196.75170890299137,0.0049336672588222285,0,1878.0,345.92415024152547,920.0,0.05156124504332605,0.11832543481511311,0.07018826335364556,0.049694021798545984,0.02866696393176548,0.04679681986719549,0.99785924,DETECTED,0
20,0.8043690031955921,102,0.5270373342927976,34.016071472962224,1.0,10137.156311896704,3915.273805156222,5614.272938283314,1,1522.3138329667165,0.003940534104683679,0,0.0,237.0005223512145,834.0,0.03594124182510147,0.30054013344762204,-0.09305836628545062,0.0587051651202222,0.056831572435772776,0.04592497062823263,1.0,DETECTED,0
40,0.9022633892550064,121,0.9410663105144742,34.057405991389146,1.0,3399.1897495155185,4810.899925042893,4928.697006235671,0,198.63267376982012,0.0019883911426673557,1,1035.0,113.22784219927357,1981.0,0.23311456924749607,-0.08006780109790954,0.2738840944597612,0.05879057923620685,0.040992677547393566,0.014016963134168857,1.0,DETECTED,0
40,0.7081521919054116,216,0.8755404026071687,33.08386554316846,1.0,5188.1360305042845,4264.630236828463,4772.392325565902,0,202.22041741516264,0.014266174610432414,0,77315.0,76.2712244846401,1183.0,0.046059969668522195,0.02424087825431233,0.043220817364776294,0.04910453525082072,0.03789862222104272,0.012728611517351121,1.0,DETECTED,0
40,0.6071685223010697,125,0.9176953929455473,34.18676360891263,1.0,3692.98195750337,4218.361428703094,3159.2268262881453,0,201.26233985709138,0.003305510172349204,1,5067.0,80.04848798217509,1836.0,0.04780307747760285,0.40542248442273,0.22814037924360506,0.05710017660925433,0.08889291352931282,0.0012641245663357753,1.0,DETECTED,0
40,0.10162606550930026,65,0.6928022993134035,23.97430598042055,1.0,3647.203488016336,4976.1592460327865,5516.104181981247,0,1500.22624828493,0.0030941867649573176,1,2343.0,95.82095660027422,1512.0,0.5635838716747346,-0.13311092247560158,-0.1821585270930173,0.051190927781389985,0.028974068340835008,0.0011481973808387565,0.99999577,DETECTED,0
40,0.27928828674421724,113,0.07107540623391563,33.97657855336792,2.0,4564.905011315383,6048.920207767002,5209.35696079763,1,204.31842778331782,0.0,1,2441.0,122.64207051045196,1292.0,0.019548079505779855,0.6048435403944693,0.04951722127235561,0.05850152245543288,0.042632254675695654,0.04831599410106978,1.0,DETECTED,0
30,0.40534884615865685,162,0.3344032346462793,34.16201129983347,2.0,4750.435437139775,3014.460895903372,4905.395949281606,0,1536.8839007914194,0.0022627443662134464,1,6221.0,77.6975918441549,1454.0,0.2738081744129306,-0.0209137474118285,-0.15250349520207576,0.05820263915576047,0.07471944204389394,0.051022333662819865,0.9999999,DETECTED,0
40,0.7107752970226221,141,0.8715312348355446,28.86668551740361,1.0,6313.763387839281,4161.808612378303,4832.111370608912,0,204.75528312586886,0.002316011017847735,1,2333.0,89.63383152244789,1731.0,0.35393716455691426,-0.07923512810374506,0.2586269507085408,0.04957289017762485,0.04284843113368324,0.04603025824915347,1.0,DETECTED,0
20,0.39509624690515477,183,0.7616227218653748,8.534108681780088,1.0,3385.300891554404,6079.100938055539,3629.501760858569,1,1463.4169164477978,0.005228908508226253,0,12448.0,56.8150816742699,6895.0,0.6515613302063001,-0.09253323130179476,0.2818217877187527,0.05714320447808756,0.10337801517518137,0.02391493174419302,0.99999994,DETECTED,0
50,0.9170971666281899,45,0.920266832771477,33.916009896111035,1.0,1696.6907144035818,4066.096736949395,4132.681897316796,0,201.01174955375143,0.0053407901323510665,0,0.0,81.87317742305329,635.0,0.04319775741643193,0.15504941977779724,0.0734197893480937,0.056824580655862704,0.13299586117525125,0.047935522649082976,1.0,DETECTED,0
