owner_age,claimed_revenue_decile,business_credit_score,name_email_similarity,business_address_tenure_months,shared_device_registration_count,onboarding_doc_velocity_6h,onboarding_doc_velocity_24h,onboarding_doc_velocity_4w,cross_border_registration,requested_processing_limit,onboarding_duration_days,uses_free_email_domain,txn_count_90d,avg_txn_amount,unique_cardholder_count,repeat_customer_ratio,mcc_amount_zscore,txn_volume_trend_slope,large_txn_spike_ratio,refund_ratio,chargeback_velocity_trend,blue_team_fraud_probability,blue_team_decision,evaded
20,0.8963308597143328,279,0.40035977445069115,10.921852904694244,1.0,8153.620921042711,6048.094112796028,4945.4950483083085,0,199.0844423068444,0.0002271988715975004,0,1620.0,87.33503536245617,1906.0,0.2964861109430015,0.020607601823813212,-0.00867187071642362,0.05066361784293497,0.1338488907420074,-0.03566617374372373,0.072667874,EVADED,1
40,0.7106419766677828,183,0.7722358656646461,34.108931038293385,1.0,5572.123596038048,5173.516675237322,4237.016109391308,0,194.82676573055323,0.005221638564100222,0,37.0,94.74188691582519,493.0,0.22198067869673818,-0.3011781710473723,-0.15575378857429067,0.05146824884774178,0.09230703709250579,-0.009853361257685529,0.07453292,EVADED,1
40,0.40051401676462245,109,0.44482690659566776,24.95385066037517,1.0,2310.536176364373,4540.935373510401,5036.67693722114,0,203.7363335598648,0.008085405750146664,0,12037.0,65.25802223129548,1355.0,0.2077054039808536,-0.49907204154194473,-0.17903954695404256,0.05103486192194671,0.03895693161428941,-0.009445705513051829,0.23427525,EVADED,1
40,0.700715957136779,101,0.7854762118355229,34.28144458607884,2.0,2421.1706557862644,3217.605709982858,5140.732851348146,0,1498.2298223817804,0.00578240398944669,1,4089.0,65.1238036631215,1755.0,0.035173258696737215,-0.24533338941883176,-0.14951315575792726,0.05132281695784484,0.10564000982348937,-0.010864055086028985,0.35568812,EVADED,1
40,0.7078073112449702,131,0.9772401194367641,33.12612008574755,1.0,5022.261209893719,4011.5110458588597,4215.008613265135,0,1503.0622463495733,0.0008502689424831128,1,87908.0,83.21662312010973,8302.0,0.5405278592510697,-0.02443777402787073,-0.19580470650374285,0.050675856497178845,0.10142345835266141,-0.004657847485539008,0.023278074,EVADED,1
40,0.9084472192087846,137,0.057432976471371466,23.940414533433774,1.0,5119.955554877823,7463.311570182609,4882.619066102841,1,199.1749338842559,0.003436640868332971,1,3172.0,114.76661077638585,993.0,0.03456749578861333,0.09946035092612132,0.0505833757525741,0.05058167806017863,0.06418565223877781,-0.002484503801857078,0.39378783,EVADED,1
40,0.6975793477136185,136,0.11927637889938836,33.84818862077938,1.0,4881.428628464227,7194.050445087985,5603.604434265567,0,204.81427807183002,0.0019346759672299596,0,871.0,23.11557943836086,684.0,0.03913053323338799,0.0795363823558599,0.24766704979085435,0.05160744838935555,0.127551801984151,-0.026205254405000954,0.055900097,EVADED,1
50,0.8012494644432582,135,0.29414874817603187,210.86434235463406,1.0,6073.815887767349,8142.396828439645,5025.3370685898535,1,204.83017071298946,0.015633218968115294,0,1945.0,321.08014748718875,835.0,0.04245181411765546,-0.9816255414002748,0.05311879355516115,0.049962423679024294,0.02115929147941581,-0.012487413473772186,0.2314753,EVADED,1
50,0.8106936998886929,75,0.5340305372234833,33.96225264311533,1.0,12802.427746220763,2741.116144253881,4302.700829338361,0,996.4982896583335,0.001172887692346893,1,0.0,269.7842089276683,296.0,0.2802897809027707,-0.2212497530202583,0.15621084644952046,0.051135642360943125,0.03253560366711902,0.009768558542220283,0.035735738,EVADED,1
20,0.9058010848348033,128,0.8388516142682045,34.85920587536962,1.0,2278.2530520088794,4449.494743670784,4282.568475767616,1,196.4226659971956,0.033766978318546206,0,79221.0,88.04717743842245,3303.0,0.42828667476553395,-0.14776222540960315,-0.16959026734449278,0.04975265802218796,0.015946198739664113,-0.0019972006664534785,0.4284829,EVADED,1
40,0.7030004611553261,110,0.6932089116233464,17.940559614602265,1.0,6771.008692688626,4325.155584953854,4877.789327091886,0,191.12325696642407,0.006312972111298024,0,156.0,157.42196381506238,1410.0,0.30921509551076665,-0.009464045496697285,0.15814393901047913,0.050588584464037537,0.06794901853400583,-0.022782738306580175,0.04790571,EVADED,1
40,0.90409345882415,132,0.20647968736547273,32.63333268213532,1.0,3815.3168002500815,7697.538256431185,6268.335918179261,1,201.52759431853036,0.048210202850175604,0,73674.0,38.1915077965666,2078.0,0.3177229306929182,-0.31882465412443345,-0.1470343132933459,0.05269646698049463,0.024197654360626666,-0.03307320368870698,0.009485979,EVADED,1
